name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,ensemble_fuse_method,back_opemb_only,randopupdate,detach_mode,spr,kdt,spr_std,kdt_std
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,add,False,False,detach_all,0.9220265238413123,0.7747314493294475,0.00019423246965375127,0.0003232838998929837
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,add,False,False,detach_all,0.9272981117196704,0.78217811718589,0.00013284348766334577,0.0003894963157588035
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,add,False,False,default,0.9274691988381782,0.7858760880863703,0.00018526357053517693,0.0002645091816343673
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,add,False,False,default,0.9300115894934327,0.7874814324961136,0.00011883907868198659,0.000317834679598235
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_all,0.917691937132321,0.7661444639352895,0.0001833356984104445,0.0003267608326484439
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_all,0.9240588721508631,0.7761771253707072,9.058638183153342e-05,0.00029311387030135573
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,add,False,False,detach_all,0.9233620640107111,0.7743327576227955,8.168216643963808e-05,0.00020262427889285758
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,add,False,False,detach_all,0.9297847196511505,0.7853312094190358,3.50872711603227e-05,0.0001199339089002083
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,add,False,False,detach_none,0.9309804536284184,0.7949154111907372,0.00022584450152233188,0.00036751171967536975
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,add,False,False,detach_none,0.9327937161953085,0.7936098606170106,0.000171830274649046,0.0004609923194459344
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,False,default,0.9263191067670847,0.7794931985191091,9.724284040434295e-05,0.00011102453545741601
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,False,default,0.9372176373509841,0.8006573061580026,6.102455957988846e-05,0.00020727435802225826
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,add,False,False,detach_none,0.9279599997993692,0.7852817914832695,0.00011072255373202084,0.00017167738041735142
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,add,False,False,detach_none,0.9306086298945191,0.7887815452967063,7.050658130058138e-05,0.0001989841285354485
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,add,False,False,default,0.922090479118172,0.7733371882817109,0.0001046165252702035,0.00011552170211142215
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,add,False,False,default,0.9281962460931211,0.7843846065267965,7.905882195208563e-05,0.0002628554204798772
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,default,0.9252985001406593,0.7789608016580472,0.00017924086283503543,0.0002842099222405659
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,default,0.9284809129980022,0.7842153707906018,7.508070704727094e-05,0.00021600874471365796
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,False,detach_all,0.9222100411987656,0.7710678406176842,0.00013477750090275267,0.0001870298390146684
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,False,detach_all,0.9297855882977403,0.7849220078658069,6.737874593588892e-05,0.00020845053494154806
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,False,detach_none,0.929423408537565,0.7870556268530429,0.00015320659068324962,0.00024044065270676371
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,False,detach_none,0.9341502630435624,0.7943637333472653,6.57811411548339e-05,0.00022317694169427625
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,0.9252985001406593,0.7789608016580472,0.00017924086283503543,0.0002842099222405659
detach_abl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,0.9284809129980022,0.7842153707906018,7.508070704727094e-05,0.00021600874471365796
